latitude,longitude,geometry,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
37.76613439,-122.4219351,Point,12/2/10 21:52,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,MISSION,NONE,400 Block of VALENCIA ST,-122.4219351,37.76613439
37.73238996,-122.4469442,Point,4/24/05 20:49,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,INGLESIDE,"ARREST, BOOKED",500 Block of JOOST AV,-122.4469442,37.73238996
37.79025637,-122.4542489,Point,7/26/13 11:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,0 Block of SPRUCE ST,-122.4542489,37.79025637
37.71089458,-122.4205568,Point,1/27/05 20:30,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,INGLESIDE,"ARREST, BOOKED",100 Block of BLYTHDALE AV,-122.4205568,37.71089458
37.73639081,-122.3901467,Point,9/23/05 15:06,OTHER OFFENSES,PROBATION VIOLATION,Friday,BAYVIEW,"ARREST, BOOKED",3RD ST / MCKINNON AV,-122.3901467,37.73639081
37.78630869,-122.4164521,Point,8/28/05 23:39,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,CENTRAL,"ARREST, BOOKED",GEARY ST / HYDE ST,-122.4164521,37.78630869
37.78682621,-122.4199301,Point,5/2/09 2:25,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,NORTHERN,"ARREST, BOOKED",POLK ST / POST ST,-122.4199301,37.78682621
37.78980466,-122.4153989,Point,10/19/13 12:14,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,CENTRAL,"ARREST, BOOKED",900 Block of LEAVENWORTH ST,-122.4153989,37.78980466
37.76349544,-122.4184863,Point,7/10/03 0:42,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Thursday,MISSION,"ARREST, BOOKED",17TH ST / CAPP ST,-122.4184863,37.76349544
37.77542071,-122.4034048,Point,10/20/13 12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.71144774,-122.4079282,Point,2/17/15 16:53,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, BOOKED",RUTLAND ST / VISITACION AV,-122.4079282,37.71144774
37.75648641,-122.4065391,Point,7/9/03 20:00,WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.4065391,37.75648641
37.7331435,-122.3809904,Point,4/18/11 21:20,VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,NONE,0 Block of BERTHA LN,-122.3809904,37.7331435
37.78142922,-122.4323297,Point,11/2/12 22:00,WARRANTS,WARRANT ARREST,Friday,NORTHERN,"ARREST, BOOKED",EDDY ST / FILLMORE ST,-122.4323297,37.78142922
37.72038541,-122.4039334,Point,4/28/09 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,900 Block of GOETTINGEN ST,-122.4039334,37.72038541
37.78046893,-122.4169486,Point,12/23/09 8:15,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Wednesday,NORTHERN,"ARREST, CITED",LARKIN ST / MCALLISTER ST,-122.4169486,37.78046893
37.75219486,-122.398454,Point,8/27/11 15:50,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,WISCONSIN ST / 25TH ST,-122.398454,37.75219486
37.78351007,-122.4053955,Point,7/17/11 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007
37.77771244,-122.4127367,Point,3/8/13 15:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.4127367,37.77771244
37.76422056,-122.4196583,Point,12/16/05 17:05,OTHER OFFENSES,CONSPIRACY,Friday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4196583,37.76422056
37.77207518,-122.4087468,Point,10/21/12 10:45,NON-CRIMINAL,"AIDED CASE, DOG BITE",Sunday,SOUTHERN,NONE,0 Block of MCLEA CT,-122.4087468,37.77207518
37.73320239,-122.4061229,Point,6/27/12 14:30,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,-122.4061229,37.73320239
37.78139873,-122.4092477,Point,9/5/08 14:07,OTHER OFFENSES,RESISTING ARREST,Friday,SOUTHERN,"ARREST, BOOKED",JESSIE ST / 6TH ST,-122.4092477,37.78139873
37.72523436,-122.4150679,Point,7/12/10 14:30,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Monday,BAYVIEW,"ARREST, BOOKED",300 Block of PRINCETON ST,-122.4150679,37.72523436
37.71927139,-122.473388,Point,10/18/07 17:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,300 Block of STRATFORD DR,-122.473388,37.71927139
37.76416172,-122.4647226,Point,11/1/10 18:13,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE,600 Block of IRVING ST,-122.4647226,37.76416172
37.76326211,-122.4851769,Point,12/14/05 17:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,NONE,2500 Block of IRVING ST,-122.4851769,37.76326211
37.71151194,-122.400861,Point,8/26/10 18:30,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Thursday,BAYVIEW,NONE,200 Block of TUNNEL AV,-122.400861,37.71151194
37.79760995,-122.4318319,Point,3/8/11 23:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,NORTHERN,NONE,1900 Block of UNION ST,-122.4318319,37.79760995
37.80109604,-122.4261843,Point,7/22/04 23:59,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,FRANKLIN ST / LOMBARD ST,-122.4261843,37.80109604
37.78854062,-122.4060002,Point,5/5/10 18:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE,200 Block of POST ST,-122.4060002,37.78854062
37.8096707,-122.3655654,Point,8/5/08 13:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
37.72403765,-122.4021095,Point,2/26/10 18:30,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / PAUL AV,-122.4021095,37.72403765
37.78284198,-122.4216671,Point,10/13/08 0:01,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,800 Block of EDDY ST,-122.4216671,37.78284198
37.77542071,-122.4034048,Point,10/29/07 18:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.78992,-122.4220627,Point,4/29/08 17:48,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,NORTHERN,NONE,1500 Block of VANNESS AV,-122.4220627,37.78992
37.7124349,-122.4308263,Point,4/6/12 0:01,NON-CRIMINAL,CASE CLOSURE,Friday,INGLESIDE,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1500 Block of GENEVA AV,-122.4308263,37.7124349
37.78502266,-122.4119876,Point,12/9/14 5:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
37.78071918,-122.4157546,Point,9/5/03 10:43,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4157546,37.78071918
37.74821301,-122.4158638,Point,4/17/14 12:34,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / CESAR CHAVEZ ST,-122.4158638,37.74821301
37.75416586,-122.4131423,Point,9/18/08 14:30,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, CITED",TREAT AV / 23RD ST,-122.4131423,37.75416586
37.78966894,-122.419673,Point,2/16/15 11:51,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,NORTHERN,NONE,1400 Block of PINE ST,-122.419673,37.78966894
37.74815547,-122.4586802,Point,10/16/06 22:00,NON-CRIMINAL,LOST PROPERTY,Monday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4586802,37.74815547
37.74539017,-122.4200218,Point,3/10/11 13:50,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, CITED",VALENCIA ST / MISSION ST,-122.4200218,37.74539017
37.80618612,-122.4162596,Point,10/16/09 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,500 Block of NORTHPOINT ST,-122.4162596,37.80618612
37.78589261,-122.4197398,Point,10/2/06 1:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,NORTHERN,NONE,GEARY ST / POLK ST,-122.4197398,37.78589261
37.72797274,-122.3818681,Point,11/13/13 12:55,WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",1100 Block of QUESADA AV,-122.3818681,37.72797274
37.78321452,-122.4107688,Point,3/20/09 20:20,ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",Friday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / TURK ST,-122.4107688,37.78321452
37.78435334,-122.4329146,Point,9/8/06 14:30,NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE,FILLMORE ST / GEARY BL,-122.4329146,37.78435334
37.78338624,-122.4098537,Point,4/30/08 6:44,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.4098537,37.78338624
37.79997662,-122.4428484,Point,10/30/14 18:00,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,CHESTNUT ST / DIVISADERO ST,-122.4428484,37.79997662
37.71617277,-122.4070005,Point,12/10/09 20:10,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,INGLESIDE,NONE,100 Block of TUCKER AV,-122.4070005,37.71617277
37.80763875,-122.413179,Point,7/15/07 8:05,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,200 Block of BEACH ST,-122.413179,37.80763875
37.76771004,-122.4076791,Point,9/10/05 16:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,100 Block of POTRERO AV,-122.4076791,37.76771004
37.78506294,-122.406521,Point,12/30/07 15:28,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
37.78302957,-122.4310464,Point,2/20/14 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.4310464,37.78302957
37.79761461,-122.4091648,Point,12/27/11 1:20,NON-CRIMINAL,FOUND PROPERTY,Tuesday,CENTRAL,NONE,700 Block of BROADWAY ST,-122.4091648,37.79761461
37.75999316,-122.4071342,Point,11/12/04 3:47,OTHER OFFENSES,RESISTING ARREST,Friday,MISSION,"ARREST, CITED",700 Block of POTRERO AV,-122.4071342,37.75999316
37.75775254,-122.5024458,Point,1/9/09 13:50,MISSING PERSON,FOUND PERSON,Friday,TARAVAL,LOCATED,1500 Block of 43RD AV,-122.5024458,37.75775254
37.76965974,-122.4059423,Point,10/3/03 19:30,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Friday,MISSION,"ARREST, CITED",DIVISION ST / 9TH ST,-122.4059423,37.76965974
37.78321452,-122.4107688,Point,6/23/09 8:01,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.4107688,37.78321452
37.74237522,-122.4219709,Point,5/5/13 0:30,ASSAULT,BATTERY,Sunday,INGLESIDE,NONE,30TH ST / MISSION ST,-122.4219709,37.74237522
37.77662802,-122.4254163,Point,8/10/06 19:10,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,NORTHERN,NONE,500 Block of HAYES ST,-122.4254163,37.77662802
37.7735493,-122.4341111,Point,8/5/09 1:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,PARK,NONE,PIERCE ST / OAK ST,-122.4341111,37.7735493
37.78716241,-122.4394208,Point,12/28/06 6:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Thursday,RICHMOND,NONE,2600 Block of PINE ST,-122.4394208,37.78716241
37.78486569,-122.4127841,Point,8/21/06 14:11,OTHER OFFENSES,PROBATION VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.4127841,37.78486569
37.76966019,-122.4427648,Point,2/12/06 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,PARK,NONE,BUENAVISTAWEST AV / WALLER ST,-122.4427648,37.76966019
37.78566299,-122.4597653,Point,1/30/11 11:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,RICHMOND,NONE,3900 Block of CALIFORNIA ST,-122.4597653,37.78566299
37.78658886,-122.4016923,Point,9/3/09 12:00,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,SOUTHERN,NONE,600 Block of MISSION ST,-122.4016923,37.78658886
37.72569336,-122.4522897,Point,3/5/03 12:49,ASSAULT,BATTERY,Wednesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336
37.76285148,-122.3917271,Point,6/2/13 1:00,NON-CRIMINAL,LOST PROPERTY,Sunday,BAYVIEW,NONE,600 Block of INDIANA ST,-122.3917271,37.76285148
37.76771775,-122.4156055,Point,7/24/07 17:12,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,MISSION,"ARREST, BOOKED",1800 Block of FOLSOM ST,-122.4156055,37.76771775
37.73218932,-122.4242732,Point,5/24/04 10:25,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,INGLESIDE,NONE,400 Block of JUSTIN DR,-122.4242732,37.73218932
37.75208897,-122.4072826,Point,4/18/05 4:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,MISSION,NONE,1200 Block of HAMPSHIRE ST,-122.4072826,37.75208897
37.78373004,-122.4137537,Point,7/1/06 23:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.4137537,37.78373004
37.78673422,-122.4058954,Point,11/28/09 14:00,OTHER OFFENSES,CONSPIRACY,Saturday,TENDERLOIN,"ARREST, CITED",0 Block of OFARRELL ST,-122.4058954,37.78673422
37.72526591,-122.4622129,Point,9/22/12 15:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,TARAVAL,NONE,OCEAN AV / ASHTON AV,-122.4622129,37.72526591
37.7196053,-122.4385194,Point,4/2/07 19:49,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, CITED",4900 Block of MISSION ST,-122.4385194,37.7196053
37.78938189,-122.4078027,Point,8/6/14 9:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
37.75621666,-122.4188918,Point,9/11/10 12:15,NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE,2500 Block of MISSION ST,-122.4188918,37.75621666
37.79073538,-122.4198886,Point,1/22/13 21:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,NORTHERN,NONE,1500 Block of CALIFORNIA ST,-122.4198886,37.79073538
37.80661715,-122.4055651,Point,3/25/07 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,BAY ST / THE EMBARCADERONORTH ST,-122.4055651,37.80661715
37.78234652,-122.4138932,Point,5/27/14 9:15,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TENDERLOIN,NONE,100 Block of LEAVENWORTH ST,-122.4138932,37.78234652
37.79231089,-122.4353855,Point,5/20/05 20:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,2400 Block of JACKSON ST,-122.4353855,37.79231089
37.79924013,-122.407371,Point,11/4/10 9:30,NON-CRIMINAL,FOUND PROPERTY,Thursday,CENTRAL,NONE,1300 Block of GRANT AV,-122.407371,37.79924013
37.71667165,-122.4576046,Point,7/10/08 21:30,KIDNAPPING,FALSE IMPRISONMENT,Thursday,TARAVAL,NONE,100 Block of MONTANA ST,-122.4576046,37.71667165
37.78491419,-122.4119658,Point,3/30/09 13:09,OTHER OFFENSES,PROBATION VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.4119658,37.78491419
37.71117121,-122.4625427,Point,2/21/04 0:05,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TARAVAL,"ARREST, CITED",SAGAMORE ST / ORIZABA AV,-122.4625427,37.71117121
37.7489319,-122.409634,Point,6/2/05 16:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,MISSION,NONE,1400 Block of FLORIDA ST,-122.409634,37.7489319
37.77734953,-122.4188732,Point,6/18/11 15:42,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,PSYCHOPATHIC CASE,100 Block of HAYES ST,-122.4188732,37.77734953
37.76422056,-122.4196583,Point,9/9/11 2:05,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Friday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
37.70820016,-122.4591726,Point,9/24/11 11:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,LOCATED,3200 Block of SAN JOSE AV,-122.4591726,37.70820016
37.72223099,-122.4090212,Point,2/21/14 18:40,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,BAYVIEW,"ARREST, BOOKED",BOWDOIN ST / DWIGHT ST,-122.4090212,37.72223099
37.76924706,-122.4269556,Point,6/14/05 18:55,ASSAULT,BATTERY,Tuesday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706
37.77697909,-122.4517789,Point,5/19/06 17:45,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,RICHMOND,NONE,2400 Block of GOLDEN GATE AV,-122.4517789,37.77697909
37.75190986,-122.4239889,Point,12/21/09 16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,FAIROAKS ST / 24TH ST,-122.4239889,37.75190986
37.79613409,-122.420968,Point,12/25/06 22:30,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,NORTHERN,NONE,1400 Block of BROADWAY ST,-122.420968,37.79613409
37.7631997,-122.4840966,Point,4/26/04 16:20,NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE,2400 Block of IRVING ST,-122.4840966,37.7631997
37.78058745,-122.4389286,Point,11/4/06 0:10,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,PARK,NONE,DIVISADERO ST / EDDY ST,-122.4389286,37.78058745
37.75223917,-122.4184482,Point,5/6/11 19:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.4184482,37.75223917
37.72883564,-122.4116818,Point,4/28/08 22:00,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,500 Block of BOWDOIN ST,-122.4116818,37.72883564
37.76874253,-122.4489109,Point,9/14/04 15:00,MISSING PERSON,MISSING JUVENILE,Tuesday,PARK,LOCATED,1500 Block of WALLER ST,-122.4489109,37.76874253
37.79786417,-122.4066697,Point,10/4/11 13:11,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Tuesday,CENTRAL,"ARREST, CITED",BROADWAY ST / COLUMBUS AV,-122.4066697,37.79786417
37.78127016,-122.4255649,Point,8/8/12 9:27,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Wednesday,NORTHERN,NONE,900 Block of TURK ST,-122.4255649,37.78127016
37.805247,-122.4051988,Point,1/8/09 15:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,1800 Block of MONTGOMERY ST,-122.4051988,37.805247
37.80607839,-122.4043871,Point,6/17/06 9:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE,1300 Block of THE EMBARCADERONORTH ST,-122.4043871,37.80607839
37.72852806,-122.4756475,Point,7/27/07 19:15,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
37.73298125,-122.3972287,Point,1/23/03 13:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,BAYVIEW,NONE,200 Block of TOPEKA AV,-122.3972287,37.73298125
37.77989721,-122.4673504,Point,10/15/04 17:49,ASSAULT,THREATS AGAINST LIFE,Friday,RICHMOND,NONE,400 Block of 9TH AV,-122.4673504,37.77989721
37.77542071,-122.4034048,Point,7/1/12 3:45,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE,800 Block of BRYANT ST,-122.4034048,37.77542071
37.73413721,-122.400727,Point,8/12/07 12:35,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,BAYVIEW,NONE,0 Block of SANTAFE AV,-122.400727,37.73413721
37.80557018,-122.4144491,Point,9/16/14 17:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE,400 Block of BAY ST,-122.4144491,37.80557018
37.76305077,-122.4194782,Point,3/1/04 7:14,LOITERING,LOITERING,Monday,MISSION,"ARREST, BOOKED",CLARION AL / MISSION ST,-122.4194782,37.76305077
37.74852008,-122.4202473,Point,1/14/12 14:54,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,1500 Block of VALENCIA ST,-122.4202473,37.74852008
37.78288901,-122.4654936,Point,4/4/06 1:13,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,RICHMOND,"ARREST, BOOKED",CLEMENT ST / 7TH AV,-122.4654936,37.78288901
37.75512167,-122.4103641,Point,5/20/06 22:58,MISSING PERSON,MISSING JUVENILE,Saturday,MISSION,LOCATED,1000 Block of FLORIDA ST,-122.4103641,37.75512167
37.7120588,-122.4061108,Point,7/1/10 14:18,TRESPASS,TRESPASSING,Thursday,INGLESIDE,NONE,100 Block of LELAND AV,-122.4061108,37.7120588
37.77543686,-122.4612034,Point,5/26/04 14:30,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Wednesday,RICHMOND,NONE,200 Block of CABRILLO ST,-122.4612034,37.77543686
37.76271343,-122.4194453,Point,4/2/04 12:28,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,MISSION,"ARREST, BOOKED",SYCAMORE ST / MISSION ST,-122.4194453,37.76271343
37.73398027,-122.4222587,Point,9/3/04 16:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,UNFOUNDED,300 Block of MURRAY ST,-122.4222587,37.73398027
37.73658668,-122.4705746,Point,2/7/03 18:38,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,TARAVAL,"ARREST, CITED",WEST PORTAL AV / 15TH AV,-122.4705746,37.73658668
37.78440118,-122.4075459,Point,8/3/09 18:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,MARKET ST / POWELL ST,-122.4075459,37.78440118
37.78510345,-122.4077071,Point,10/18/09 0:17,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.4077071,37.78510345
37.72941503,-122.3879778,Point,9/18/08 9:30,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,BAYVIEW,"ARREST, BOOKED",1400 Block of SHAFTER AV,-122.3879778,37.72941503
37.78622504,-122.3896395,Point,9/17/12 13:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,BRYANT ST / BEALE ST,-122.3896395,37.78622504
37.80040645,-122.4399178,Point,2/7/14 17:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE,2200 Block of CHESTNUT ST,-122.4399178,37.80040645
37.73803768,-122.3915152,Point,11/26/09 9:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE,1700 Block of LASALLE AV,-122.3915152,37.73803768
37.78007457,-122.4202505,Point,3/17/04 23:45,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,NORTHERN,"ARREST, CITED",VAN NESS AV / MCALLISTER ST,-122.4202505,37.78007457
37.75190986,-122.4239889,Point,11/3/05 0:30,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,MISSION,NONE,FAIROAKS ST / 25TH ST,-122.4239889,37.75190986
37.79762656,-122.408623,Point,3/12/06 3:00,NON-CRIMINAL,AIDED CASE,Sunday,CENTRAL,NONE,STOCKTON ST / BROADWAY ST,-122.408623,37.79762656
37.78543273,-122.4196414,Point,10/4/08 17:54,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,NORTHERN,"ARREST, BOOKED",MYRTLE ST / POLK ST,-122.4196414,37.78543273
37.78469691,-122.4136093,Point,6/9/09 15:06,OTHER OFFENSES,CONTRIBUTING TO THE DELINQUENCY OF MINOR,Tuesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.4136093,37.78469691
37.75445344,-122.4035248,Point,4/3/14 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,VERMONT ST / 23RD ST,-122.4035248,37.75445344
37.75448782,-122.4208177,Point,12/7/09 17:45,FAMILY OFFENSES,DESERTION OF CHILD,Monday,MISSION,"ARREST, BOOKED",1100 Block of VALENCIA ST,-122.4208177,37.75448782
37.78491419,-122.4119658,Point,3/10/10 16:10,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.4119658,37.78491419
37.76351662,-122.4411311,Point,8/9/07 20:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",Thursday,PARK,NONE,0 Block of VULCAN STWY,-122.4411311,37.76351662
37.76517839,-122.4065588,Point,12/8/04 15:47,WARRANTS,WARRANT ARREST,Wednesday,MISSION,JUVENILE BOOKED,300 Block of UTAH ST,-122.4065588,37.76517839
